Country,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,Region
Gambia,13.4432,-15.3101,7/03/2020,0,0,0,0,Africa
Ghana,7.9465,-1.0232,7/03/2020,0,0,0,0,Africa
Guinea,9.9456,-9.6966,7/03/2020,0,0,0,0,Africa
Kenya,-0.0236,37.9062,7/03/2020,0,0,0,0,Africa
Liberia,6.428055,-9.429499,7/03/2020,0,0,0,0,Africa
Madagascar,-18.766947,46.869107,7/03/2020,0,0,0,0,Africa
Mauritania,21.0079,-10.9408,7/03/2020,0,0,0,0,Africa
Mauritius,-20.348404,57.552152,7/03/2020,0,0,0,0,Africa
Namibia,-22.9576,18.4904,7/03/2020,0,0,0,0,Africa
Niger,17.607789,8.081666,7/03/2020,0,0,0,0,Africa
Nigeria,9.082,8.6753,7/03/2020,1,0,0,1,Africa
Rwanda,-1.9403,29.8739,7/03/2020,0,0,0,0,Africa
Senegal,14.4974,-14.4524,7/03/2020,4,0,0,4,Africa
Seychelles,-4.6796,55.492,7/03/2020,0,0,0,0,Africa
South Africa,-30.5595,22.9375,7/03/2020,1,0,0,1,Africa
Tanzania,-6.369028,34.888822,7/03/2020,0,0,0,0,Africa
Togo,8.6195,0.8248,7/03/2020,1,0,0,1,Africa
Uganda,1.373333,32.290275,7/03/2020,0,0,0,0,Africa
Zambia,-13.133897,27.849332,7/03/2020,0,0,0,0,Africa
Zimbabwe,-19.015438,29.154857,7/03/2020,0,0,0,0,Africa
Mozambique,-18.665695,35.529562,7/03/2020,0,0,0,0,Africa
Guinea-Bissau,11.8037,-15.1804,7/03/2020,0,0,0,0,Africa
Mali,17.570692,-3.996166,7/03/2020,0,0,0,0,Africa
Botswana,-22.3285,24.6849,7/03/2020,0,0,0,0,Africa
Burundi,-3.3731,29.9189,7/03/2020,0,0,0,0,Africa
Sierra Leone,8.460555,-11.779889,7/03/2020,0,0,0,0,Africa
Malawi,-13.2543,34.3015,7/03/2020,0,0,0,0,Africa
South Sudan,6.877,31.307,7/03/2020,0,0,0,0,Africa
Western Sahara,24.2155,-12.8858,7/03/2020,0,0,0,0,Africa
Sao Tome and Principe,0.1864,6.6131,7/03/2020,0,0,0,0,Africa
Comoros,-11.6455,43.3333,7/03/2020,0,0,0,0,Africa
Lesotho,-29.61,28.2336,7/03/2020,0,0,0,0,Africa
Algeria,28.0339,1.6596,8/03/2020,19,0,0,19,Africa
Angola,-11.2027,17.8739,8/03/2020,0,0,0,0,Africa
Benin,9.3077,2.3158,8/03/2020,0,0,0,0,Africa
Burkina Faso,12.2383,-1.5616,8/03/2020,0,0,0,0,Africa
Cabo Verde,16.5388,-23.0418,8/03/2020,0,0,0,0,Africa
Cameroon,3.848,11.5021,8/03/2020,2,0,0,2,Africa
Central African Republic,6.6111,20.9394,8/03/2020,0,0,0,0,Africa
Chad,15.4542,18.7322,8/03/2020,0,0,0,0,Africa
Congo (Brazzaville),-0.228,15.8277,8/03/2020,0,0,0,0,Africa
Congo (Kinshasa),-4.0383,21.7587,8/03/2020,0,0,0,0,Africa
Cote d'Ivoire,7.54,-5.5471,8/03/2020,0,0,0,0,Africa
Equatorial Guinea,1.6508,10.2679,8/03/2020,0,0,0,0,Africa
Eritrea,15.1794,39.7823,8/03/2020,0,0,0,0,Africa
Eswatini,-26.5225,31.4659,8/03/2020,0,0,0,0,Africa
Ethiopia,9.145,40.4897,8/03/2020,0,0,0,0,Africa
Gabon,-0.8037,11.6094,8/03/2020,0,0,0,0,Africa
Gambia,13.4432,-15.3101,8/03/2020,0,0,0,0,Africa
Ghana,7.9465,-1.0232,8/03/2020,0,0,0,0,Africa
Guinea,9.9456,-9.6966,8/03/2020,0,0,0,0,Africa
Kenya,-0.0236,37.9062,8/03/2020,0,0,0,0,Africa
Liberia,6.428055,-9.429499,8/03/2020,0,0,0,0,Africa
Madagascar,-18.766947,46.869107,8/03/2020,0,0,0,0,Africa
Mauritania,21.0079,-10.9408,8/03/2020,0,0,0,0,Africa
Mauritius,-20.348404,57.552152,8/03/2020,0,0,0,0,Africa
Namibia,-22.9576,18.4904,8/03/2020,0,0,0,0,Africa
Niger,17.607789,8.081666,8/03/2020,0,0,0,0,Africa
Nigeria,9.082,8.6753,8/03/2020,1,0,0,1,Africa
Rwanda,-1.9403,29.8739,8/03/2020,0,0,0,0,Africa
Senegal,14.4974,-14.4524,8/03/2020,4,0,1,3,Africa
Seychelles,-4.6796,55.492,8/03/2020,0,0,0,0,Africa
South Africa,-30.5595,22.9375,8/03/2020,3,0,0,3,Africa
Tanzania,-6.369028,34.888822,8/03/2020,0,0,0,0,Africa
Togo,8.6195,0.8248,8/03/2020,1,0,0,1,Africa
Uganda,1.373333,32.290275,8/03/2020,0,0,0,0,Africa
Zambia,-13.133897,27.849332,8/03/2020,0,0,0,0,Africa
Zimbabwe,-19.015438,29.154857,8/03/2020,0,0,0,0,Africa
Mozambique,-18.665695,35.529562,8/03/2020,0,0,0,0,Africa
Guinea-Bissau,11.8037,-15.1804,8/03/2020,0,0,0,0,Africa
Mali,17.570692,-3.996166,8/03/2020,0,0,0,0,Africa
Botswana,-22.3285,24.6849,8/03/2020,0,0,0,0,Africa
Burundi,-3.3731,29.9189,8/03/2020,0,0,0,0,Africa
Sierra Leone,8.460555,-11.779889,8/03/2020,0,0,0,0,Africa
Malawi,-13.2543,34.3015,8/03/2020,0,0,0,0,Africa
South Sudan,6.877,31.307,8/03/2020,0,0,0,0,Africa
Western Sahara,24.2155,-12.8858,8/03/2020,0,0,0,0,Africa
Sao Tome and Principe,0.1864,6.6131,8/03/2020,0,0,0,0,Africa
Comoros,-11.6455,43.3333,8/03/2020,0,0,0,0,Africa
Lesotho,-29.61,28.2336,8/03/2020,0,0,0,0,Africa
Algeria,28.0339,1.6596,9/03/2020,20,0,0,20,Africa
Angola,-11.2027,17.8739,9/03/2020,0,0,0,0,Africa
Benin,9.3077,2.3158,9/03/2020,0,0,0,0,Africa
Burkina Faso,12.2383,-1.5616,9/03/2020,0,0,0,0,Africa
Cabo Verde,16.5388,-23.0418,9/03/2020,0,0,0,0,Africa
Cameroon,3.848,11.5021,9/03/2020,2,0,0,2,Africa
Central African Republic,6.6111,20.9394,9/03/2020,0,0,0,0,Africa
Chad,15.4542,18.7322,9/03/2020,0,0,0,0,Africa
Congo (Brazzaville),-0.228,15.8277,9/03/2020,0,0,0,0,Africa
Congo (Kinshasa),-4.0383,21.7587,9/03/2020,0,0,0,0,Africa
Cote d'Ivoire,7.54,-5.5471,9/03/2020,0,0,0,0,Africa
Equatorial Guinea,1.6508,10.2679,9/03/2020,0,0,0,0,Africa
Eritrea,15.1794,39.7823,9/03/2020,0,0,0,0,Africa
Eswatini,-26.5225,31.4659,9/03/2020,0,0,0,0,Africa
Ethiopia,9.145,40.4897,9/03/2020,0,0,0,0,Africa
Gabon,-0.8037,11.6094,9/03/2020,0,0,0,0,Africa
Gambia,13.4432,-15.3101,9/03/2020,0,0,0,0,Africa
Ghana,7.9465,-1.0232,9/03/2020,0,0,0,0,Africa
Guinea,9.9456,-9.6966,9/03/2020,0,0,0,0,Africa
Kenya,-0.0236,37.9062,9/03/2020,0,0,0,0,Africa
Liberia,6.428055,-9.429499,9/03/2020,0,0,0,0,Africa
Madagascar,-18.766947,46.869107,9/03/2020,0,0,0,0,Africa
Mauritania,21.0079,-10.9408,9/03/2020,0,0,0,0,Africa
Mauritius,-20.348404,57.552152,9/03/2020,0,0,0,0,Africa
Namibia,-22.9576,18.4904,9/03/2020,0,0,0,0,Africa
Niger,17.607789,8.081666,9/03/2020,0,0,0,0,Africa
Nigeria,9.082,8.6753,9/03/2020,2,0,0,2,Africa
Rwanda,-1.9403,29.8739,9/03/2020,0,0,0,0,Africa
Senegal,14.4974,-14.4524,9/03/2020,4,0,1,3,Africa
Seychelles,-4.6796,55.492,9/03/2020,0,0,0,0,Africa
South Africa,-30.5595,22.9375,9/03/2020,3,0,0,3,Africa
Tanzania,-6.369028,34.888822,9/03/2020,0,0,0,0,Africa
Togo,8.6195,0.8248,9/03/2020,1,0,0,1,Africa
Uganda,1.373333,32.290275,9/03/2020,0,0,0,0,Africa
Zambia,-13.133897,27.849332,9/03/2020,0,0,0,0,Africa
Zimbabwe,-19.015438,29.154857,9/03/2020,0,0,0,0,Africa
Mozambique,-18.665695,35.529562,9/03/2020,0,0,0,0,Africa
Guinea-Bissau,11.8037,-15.1804,9/03/2020,0,0,0,0,Africa
Mali,17.570692,-3.996166,9/03/2020,0,0,0,0,Africa
Botswana,-22.3285,24.6849,9/03/2020,0,0,0,0,Africa
Burundi,-3.3731,29.9189,9/03/2020,0,0,0,0,Africa
Sierra Leone,8.460555,-11.779889,9/03/2020,0,0,0,0,Africa
Malawi,-13.2543,34.3015,9/03/2020,0,0,0,0,Africa
South Sudan,6.877,31.307,9/03/2020,0,0,0,0,Africa
Western Sahara,24.2155,-12.8858,9/03/2020,0,0,0,0,Africa
Sao Tome and Principe,0.1864,6.6131,9/03/2020,0,0,0,0,Africa
Comoros,-11.6455,43.3333,9/03/2020,0,0,0,0,Africa
Lesotho,-29.61,28.2336,9/03/2020,0,0,0,0,Africa
Algeria,28.0339,1.6596,10/03/2020,20,0,0,20,Africa
Angola,-11.2027,17.8739,10/03/2020,0,0,0,0,Africa
Benin,9.3077,2.3158,10/03/2020,0,0,0,0,Africa
Burkina Faso,12.2383,-1.5616,10/03/2020,1,0,0,1,Africa
Cabo Verde,16.5388,-23.0418,10/03/2020,0,0,0,0,Africa
Cameroon,3.848,11.5021,10/03/2020,2,0,0,2,Africa
Central African Republic,6.6111,20.9394,10/03/2020,0,0,0,0,Africa
Chad,15.4542,18.7322,10/03/2020,0,0,0,0,Africa
Congo (Brazzaville),-0.228,15.8277,10/03/2020,0,0,0,0,Africa
Congo (Kinshasa),-4.0383,21.7587,10/03/2020,0,0,0,0,Africa
Cote d'Ivoire,7.54,-5.5471,10/03/2020,0,0,0,0,Africa
Equatorial Guinea,1.6508,10.2679,10/03/2020,0,0,0,0,Africa
Eritrea,15.1794,39.7823,10/03/2020,0,0,0,0,Africa
Eswatini,-26.5225,31.4659,10/03/2020,0,0,0,0,Africa
Ethiopia,9.145,40.4897,10/03/2020,0,0,0,0,Africa
Gabon,-0.8037,11.6094,10/03/2020,0,0,0,0,Africa
Gambia,13.4432,-15.3101,10/03/2020,0,0,0,0,Africa
Ghana,7.9465,-1.0232,10/03/2020,0,0,0,0,Africa
Guinea,9.9456,-9.6966,10/03/2020,0,0,0,0,Africa
Kenya,-0.0236,37.9062,10/03/2020,0,0,0,0,Africa
Liberia,6.428055,-9.429499,10/03/2020,0,0,0,0,Africa
Madagascar,-18.766947,46.869107,10/03/2020,0,0,0,0,Africa
Mauritania,21.0079,-10.9408,10/03/2020,0,0,0,0,Africa
Mauritius,-20.348404,57.552152,10/03/2020,0,0,0,0,Africa
Namibia,-22.9576,18.4904,10/03/2020,0,0,0,0,Africa
Niger,17.607789,8.081666,10/03/2020,0,0,0,0,Africa
Nigeria,9.082,8.6753,10/03/2020,2,0,0,2,Africa
Rwanda,-1.9403,29.8739,10/03/2020,0,0,0,0,Africa
Senegal,14.4974,-14.4524,10/03/2020,4,0,1,3,Africa
Seychelles,-4.6796,55.492,10/03/2020,0,0,0,0,Africa
South Africa,-30.5595,22.9375,10/03/2020,7,0,0,7,Africa
Tanzania,-6.369028,34.888822,10/03/2020,0,0,0,0,Africa
Togo,8.6195,0.8248,10/03/2020,1,0,0,1,Africa
Uganda,1.373333,32.290275,10/03/2020,0,0,0,0,Africa
Zambia,-13.133897,27.849332,10/03/2020,0,0,0,0,Africa
Zimbabwe,-19.015438,29.154857,10/03/2020,0,0,0,0,Africa
Mozambique,-18.665695,35.529562,10/03/2020,0,0,0,0,Africa
Guinea-Bissau,11.8037,-15.1804,10/03/2020,0,0,0,0,Africa
Mali,17.570692,-3.996166,10/03/2020,0,0,0,0,Africa
Botswana,-22.3285,24.6849,10/03/2020,0,0,0,0,Africa
Burundi,-3.3731,29.9189,10/03/2020,0,0,0,0,Africa
Sierra Leone,8.460555,-11.779889,10/03/2020,0,0,0,0,Africa
Malawi,-13.2543,34.3015,10/03/2020,0,0,0,0,Africa
South Sudan,6.877,31.307,10/03/2020,0,0,0,0,Africa
Western Sahara,24.2155,-12.8858,10/03/2020,0,0,0,0,Africa
Sao Tome and Principe,0.1864,6.6131,10/03/2020,0,0,0,0,Africa
Comoros,-11.6455,43.3333,10/03/2020,0,0,0,0,Africa
Lesotho,-29.61,28.2336,10/03/2020,0,0,0,0,Africa
Algeria,28.0339,1.6596,11/03/2020,20,0,0,20,Africa
Angola,-11.2027,17.8739,11/03/2020,0,0,0,0,Africa
Benin,9.3077,2.3158,11/03/2020,0,0,0,0,Africa
Burkina Faso,12.2383,-1.5616,11/03/2020,2,0,0,2,Africa
Cabo Verde,16.5388,-23.0418,11/03/2020,0,0,0,0,Africa
Cameroon,3.848,11.5021,11/03/2020,2,0,0,2,Africa
Central African Republic,6.6111,20.9394,11/03/2020,0,0,0,0,Africa
Chad,15.4542,18.7322,11/03/2020,0,0,0,0,Africa
Congo (Brazzaville),-0.228,15.8277,11/03/2020,0,0,0,0,Africa
Congo (Kinshasa),-4.0383,21.7587,11/03/2020,1,0,0,1,Africa
Cote d'Ivoire,7.54,-5.5471,11/03/2020,1,0,0,1,Africa
Equatorial Guinea,1.6508,10.2679,11/03/2020,0,0,0,0,Africa
Eritrea,15.1794,39.7823,11/03/2020,0,0,0,0,Africa
Eswatini,-26.5225,31.4659,11/03/2020,0,0,0,0,Africa
Ethiopia,9.145,40.4897,11/03/2020,0,0,0,0,Africa
Gabon,-0.8037,11.6094,11/03/2020,0,0,0,0,Africa
Gambia,13.4432,-15.3101,11/03/2020,0,0,0,0,Africa
Ghana,7.9465,-1.0232,11/03/2020,0,0,0,0,Africa
Guinea,9.9456,-9.6966,11/03/2020,0,0,0,0,Africa
Kenya,-0.0236,37.9062,11/03/2020,0,0,0,0,Africa
Liberia,6.428055,-9.429499,11/03/2020,0,0,0,0,Africa
Madagascar,-18.766947,46.869107,11/03/2020,0,0,0,0,Africa
Mauritania,21.0079,-10.9408,11/03/2020,0,0,0,0,Africa
Mauritius,-20.348404,57.552152,11/03/2020,0,0,0,0,Africa
Namibia,-22.9576,18.4904,11/03/2020,0,0,0,0,Africa
Niger,17.607789,8.081666,11/03/2020,0,0,0,0,Africa
Nigeria,9.082,8.6753,11/03/2020,2,0,0,2,Africa
Rwanda,-1.9403,29.8739,11/03/2020,0,0,0,0,Africa
Senegal,14.4974,-14.4524,11/03/2020,4,0,1,3,Africa
Seychelles,-4.6796,55.492,11/03/2020,0,0,0,0,Africa
South Africa,-30.5595,22.9375,11/03/2020,13,0,0,13,Africa
Tanzania,-6.369028,34.888822,11/03/2020,0,0,0,0,Africa
Togo,8.6195,0.8248,11/03/2020,1,0,0,1,Africa
Uganda,1.373333,32.290275,11/03/2020,0,0,0,0,Africa
Zambia,-13.133897,27.849332,11/03/2020,0,0,0,0,Africa
Zimbabwe,-19.015438,29.154857,11/03/2020,0,0,0,0,Africa
Mozambique,-18.665695,35.529562,11/03/2020,0,0,0,0,Africa
Guinea-Bissau,11.8037,-15.1804,11/03/2020,0,0,0,0,Africa
Mali,17.570692,-3.996166,11/03/2020,0,0,0,0,Africa
Botswana,-22.3285,24.6849,11/03/2020,0,0,0,0,Africa
Burundi,-3.3731,29.9189,11/03/2020,0,0,0,0,Africa
Sierra Leone,8.460555,-11.779889,11/03/2020,0,0,0,0,Africa
Malawi,-13.2543,34.3015,11/03/2020,0,0,0,0,Africa
South Sudan,6.877,31.307,11/03/2020,0,0,0,0,Africa
Western Sahara,24.2155,-12.8858,11/03/2020,0,0,0,0,Africa
Sao Tome and Principe,0.1864,6.6131,11/03/2020,0,0,0,0,Africa
Comoros,-11.6455,43.3333,11/03/2020,0,0,0,0,Africa
Lesotho,-29.61,28.2336,11/03/2020,0,0,0,0,Africa
Algeria,28.0339,1.6596,12/03/2020,24,1,8,15,Africa
Angola,-11.2027,17.8739,12/03/2020,0,0,0,0,Africa
Benin,9.3077,2.3158,12/03/2020,0,0,0,0,Africa
Burkina Faso,12.2383,-1.5616,12/03/2020,2,0,0,2,Africa
Cabo Verde,16.5388,-23.0418,12/03/2020,0,0,0,0,Africa
Cameroon,3.848,11.5021,12/03/2020,2,0,0,2,Africa
Central African Republic,6.6111,20.9394,12/03/2020,0,0,0,0,Africa
Chad,15.4542,18.7322,12/03/2020,0,0,0,0,Africa
Congo (Brazzaville),-0.228,15.8277,12/03/2020,0,0,0,0,Africa
Congo (Kinshasa),-4.0383,21.7587,12/03/2020,1,0,0,1,Africa
Cote d'Ivoire,7.54,-5.5471,12/03/2020,1,0,0,1,Africa
Equatorial Guinea,1.6508,10.2679,12/03/2020,0,0,0,0,Africa
Eritrea,15.1794,39.7823,12/03/2020,0,0,0,0,Africa
Eswatini,-26.5225,31.4659,12/03/2020,0,0,0,0,Africa
Ethiopia,9.145,40.4897,12/03/2020,0,0,0,0,Africa
Gabon,-0.8037,11.6094,12/03/2020,0,0,0,0,Africa
Gambia,13.4432,-15.3101,12/03/2020,0,0,0,0,Africa
Ghana,7.9465,-1.0232,12/03/2020,0,0,0,0,Africa
Guinea,9.9456,-9.6966,12/03/2020,0,0,0,0,Africa
Kenya,-0.0236,37.9062,12/03/2020,0,0,0,0,Africa
Liberia,6.428055,-9.429499,12/03/2020,0,0,0,0,Africa
Madagascar,-18.766947,46.869107,12/03/2020,0,0,0,0,Africa
Mauritania,21.0079,-10.9408,12/03/2020,0,0,0,0,Africa
Mauritius,-20.348404,57.552152,12/03/2020,0,0,0,0,Africa
Namibia,-22.9576,18.4904,12/03/2020,0,0,0,0,Africa
Niger,17.607789,8.081666,12/03/2020,0,0,0,0,Africa
Nigeria,9.082,8.6753,12/03/2020,2,0,0,2,Africa
Rwanda,-1.9403,29.8739,12/03/2020,0,0,0,0,Africa
Senegal,14.4974,-14.4524,12/03/2020,4,0,1,3,Africa
Seychelles,-4.6796,55.492,12/03/2020,0,0,0,0,Africa
South Africa,-30.5595,22.9375,12/03/2020,17,0,0,17,Africa
Tanzania,-6.369028,34.888822,12/03/2020,0,0,0,0,Africa
Togo,8.6195,0.8248,12/03/2020,1,0,0,1,Africa
Uganda,1.373333,32.290275,12/03/2020,0,0,0,0,Africa
Zambia,-13.133897,27.849332,12/03/2020,0,0,0,0,Africa
Zimbabwe,-19.015438,29.154857,12/03/2020,0,0,0,0,Africa
Mozambique,-18.665695,35.529562,12/03/2020,0,0,0,0,Africa
Guinea-Bissau,11.8037,-15.1804,12/03/2020,0,0,0,0,Africa
Mali,17.570692,-3.996166,12/03/2020,0,0,0,0,Africa
Botswana,-22.3285,24.6849,12/03/2020,0,0,0,0,Africa
Burundi,-3.3731,29.9189,12/03/2020,0,0,0,0,Africa
Sierra Leone,8.460555,-11.779889,12/03/2020,0,0,0,0,Africa
Malawi,-13.2543,34.3015,12/03/2020,0,0,0,0,Africa
South Sudan,6.877,31.307,12/03/2020,0,0,0,0,Africa
Western Sahara,24.2155,-12.8858,12/03/2020,0,0,0,0,Africa
Sao Tome and Principe,0.1864,6.6131,12/03/2020,0,0,0,0,Africa
Comoros,-11.6455,43.3333,12/03/2020,0,0,0,0,Africa
Lesotho,-29.61,28.2336,12/03/2020,0,0,0,0,Africa
Algeria,28.0339,1.6596,13/03/2020,26,2,8,16,Africa
Angola,-11.2027,17.8739,13/03/2020,0,0,0,0,Africa
Benin,9.3077,2.3158,13/03/2020,0,0,0,0,Africa
Burkina Faso,12.2383,-1.5616,13/03/2020,2,0,0,2,Africa
Cabo Verde,16.5388,-23.0418,13/03/2020,0,0,0,0,Africa
Cameroon,3.848,11.5021,13/03/2020,2,0,0,2,Africa
Central African Republic,6.6111,20.9394,13/03/2020,0,0,0,0,Africa
Chad,15.4542,18.7322,13/03/2020,0,0,0,0,Africa
Congo (Brazzaville),-0.228,15.8277,13/03/2020,0,0,0,0,Africa
Congo (Kinshasa),-4.0383,21.7587,13/03/2020,2,0,0,2,Africa
Cote d'Ivoire,7.54,-5.5471,13/03/2020,1,0,0,1,Africa
Equatorial Guinea,1.6508,10.2679,13/03/2020,0,0,0,0,Africa
Eritrea,15.1794,39.7823,13/03/2020,0,0,0,0,Africa
Eswatini,-26.5225,31.4659,13/03/2020,0,0,0,0,Africa
Ethiopia,9.145,40.4897,13/03/2020,1,0,0,1,Africa
Gabon,-0.8037,11.6094,13/03/2020,0,0,0,0,Africa
Gambia,13.4432,-15.3101,13/03/2020,0,0,0,0,Africa
Ghana,7.9465,-1.0232,13/03/2020,0,0,0,0,Africa
Guinea,9.9456,-9.6966,13/03/2020,1,0,0,1,Africa
Kenya,-0.0236,37.9062,13/03/2020,1,0,0,1,Africa
Liberia,6.428055,-9.429499,13/03/2020,0,0,0,0,Africa
Madagascar,-18.766947,46.869107,13/03/2020,0,0,0,0,Africa
Mauritania,21.0079,-10.9408,13/03/2020,0,0,0,0,Africa
Mauritius,-20.348404,57.552152,13/03/2020,0,0,0,0,Africa
Namibia,-22.9576,18.4904,13/03/2020,0,0,0,0,Africa
Niger,17.607789,8.081666,13/03/2020,0,0,0,0,Africa
Nigeria,9.082,8.6753,13/03/2020,2,0,0,2,Africa
Rwanda,-1.9403,29.8739,13/03/2020,0,0,0,0,Africa
Senegal,14.4974,-14.4524,13/03/2020,10,0,1,9,Africa
Seychelles,-4.6796,55.492,13/03/2020,0,0,0,0,Africa
South Africa,-30.5595,22.9375,13/03/2020,24,0,0,24,Africa
Tanzania,-6.369028,34.888822,13/03/2020,0,0,0,0,Africa
Togo,8.6195,0.8248,13/03/2020,1,0,0,1,Africa
Uganda,1.373333,32.290275,13/03/2020,0,0,0,0,Africa
Zambia,-13.133897,27.849332,13/03/2020,0,0,0,0,Africa
Zimbabwe,-19.015438,29.154857,13/03/2020,0,0,0,0,Africa
Mozambique,-18.665695,35.529562,13/03/2020,0,0,0,0,Africa
Guinea-Bissau,11.8037,-15.1804,13/03/2020,0,0,0,0,Africa
Mali,17.570692,-3.996166,13/03/2020,0,0,0,0,Africa
Botswana,-22.3285,24.6849,13/03/2020,0,0,0,0,Africa
Burundi,-3.3731,29.9189,13/03/2020,0,0,0,0,Africa
Sierra Leone,8.460555,-11.779889,13/03/2020,0,0,0,0,Africa
Malawi,-13.2543,34.3015,13/03/2020,0,0,0,0,Africa
South Sudan,6.877,31.307,13/03/2020,0,0,0,0,Africa
Western Sahara,24.2155,-12.8858,13/03/2020,0,0,0,0,Africa
Sao Tome and Principe,0.1864,6.6131,13/03/2020,0,0,0,0,Africa
Comoros,-11.6455,43.3333,13/03/2020,0,0,0,0,Africa
Lesotho,-29.61,28.2336,13/03/2020,0,0,0,0,Africa
Algeria,28.0339,1.6596,14/03/2020,37,3,12,22,Africa
Angola,-11.2027,17.8739,14/03/2020,0,0,0,0,Africa
Benin,9.3077,2.3158,14/03/2020,0,0,0,0,Africa
Burkina Faso,12.2383,-1.5616,14/03/2020,2,0,0,2,Africa
Cabo Verde,16.5388,-23.0418,14/03/2020,0,0,0,0,Africa
Cameroon,3.848,11.5021,14/03/2020,2,0,0,2,Africa
Central African Republic,6.6111,20.9394,14/03/2020,0,0,0,0,Africa
Chad,15.4542,18.7322,14/03/2020,0,0,0,0,Africa
Congo (Brazzaville),-0.228,15.8277,14/03/2020,0,0,0,0,Africa
Congo (Kinshasa),-4.0383,21.7587,14/03/2020,2,0,0,2,Africa
Cote d'Ivoire,7.54,-5.5471,14/03/2020,1,0,0,1,Africa
Equatorial Guinea,1.6508,10.2679,14/03/2020,0,0,0,0,Africa
Eritrea,15.1794,39.7823,14/03/2020,0,0,0,0,Africa
Eswatini,-26.5225,31.4659,14/03/2020,1,0,0,1,Africa
Ethiopia,9.145,40.4897,14/03/2020,1,0,0,1,Africa
Gabon,-0.8037,11.6094,14/03/2020,1,0,0,1,Africa
Gambia,13.4432,-15.3101,14/03/2020,0,0,0,0,Africa
Ghana,7.9465,-1.0232,14/03/2020,3,0,0,3,Africa
Guinea,9.9456,-9.6966,14/03/2020,1,0,0,1,Africa
Kenya,-0.0236,37.9062,14/03/2020,1,0,0,1,Africa
Liberia,6.428055,-9.429499,14/03/2020,0,0,0,0,Africa
Madagascar,-18.766947,46.869107,14/03/2020,0,0,0,0,Africa
Mauritania,21.0079,-10.9408,14/03/2020,1,0,0,1,Africa
Mauritius,-20.348404,57.552152,14/03/2020,0,0,0,0,Africa
Namibia,-22.9576,18.4904,14/03/2020,2,0,0,2,Africa
Niger,17.607789,8.081666,14/03/2020,0,0,0,0,Africa
Nigeria,9.082,8.6753,14/03/2020,2,0,0,2,Africa
Rwanda,-1.9403,29.8739,14/03/2020,1,0,0,1,Africa
Senegal,14.4974,-14.4524,14/03/2020,10,0,1,9,Africa
Seychelles,-4.6796,55.492,14/03/2020,2,0,0,2,Africa
South Africa,-30.5595,22.9375,14/03/2020,38,0,0,38,Africa
Tanzania,-6.369028,34.888822,14/03/2020,0,0,0,0,Africa
Togo,8.6195,0.8248,14/03/2020,1,0,0,1,Africa
Uganda,1.373333,32.290275,14/03/2020,0,0,0,0,Africa
Zambia,-13.133897,27.849332,14/03/2020,0,0,0,0,Africa
Zimbabwe,-19.015438,29.154857,14/03/2020,0,0,0,0,Africa
Mozambique,-18.665695,35.529562,14/03/2020,0,0,0,0,Africa
Guinea-Bissau,11.8037,-15.1804,14/03/2020,0,0,0,0,Africa
Mali,17.570692,-3.996166,14/03/2020,0,0,0,0,Africa
Botswana,-22.3285,24.6849,14/03/2020,0,0,0,0,Africa
Burundi,-3.3731,29.9189,14/03/2020,0,0,0,0,Africa
Sierra Leone,8.460555,-11.779889,14/03/2020,0,0,0,0,Africa
Malawi,-13.2543,34.3015,14/03/2020,0,0,0,0,Africa
South Sudan,6.877,31.307,14/03/2020,0,0,0,0,Africa
Western Sahara,24.2155,-12.8858,14/03/2020,0,0,0,0,Africa
Sao Tome and Principe,0.1864,6.6131,14/03/2020,0,0,0,0,Africa
Comoros,-11.6455,43.3333,14/03/2020,0,0,0,0,Africa
Lesotho,-29.61,28.2336,14/03/2020,0,0,0,0,Africa
Algeria,28.0339,1.6596,15/03/2020,48,4,12,32,Africa
Angola,-11.2027,17.8739,15/03/2020,0,0,0,0,Africa
Benin,9.3077,2.3158,15/03/2020,0,0,0,0,Africa
Burkina Faso,12.2383,-1.5616,15/03/2020,3,0,0,3,Africa
Cabo Verde,16.5388,-23.0418,15/03/2020,0,0,0,0,Africa
Cameroon,3.848,11.5021,15/03/2020,2,0,0,2,Africa
Central African Republic,6.6111,20.9394,15/03/2020,1,0,0,1,Africa
Chad,15.4542,18.7322,15/03/2020,0,0,0,0,Africa
Congo (Brazzaville),-0.228,15.8277,15/03/2020,1,0,0,1,Africa
Congo (Kinshasa),-4.0383,21.7587,15/03/2020,2,0,0,2,Africa
Cote d'Ivoire,7.54,-5.5471,15/03/2020,1,0,0,1,Africa
Equatorial Guinea,1.6508,10.2679,15/03/2020,1,0,0,1,Africa
Eritrea,15.1794,39.7823,15/03/2020,0,0,0,0,Africa
Eswatini,-26.5225,31.4659,15/03/2020,1,0,0,1,Africa
Ethiopia,9.145,40.4897,15/03/2020,1,0,0,1,Africa
Gabon,-0.8037,11.6094,15/03/2020,1,0,0,1,Africa
Gambia,13.4432,-15.3101,15/03/2020,0,0,0,0,Africa
Ghana,7.9465,-1.0232,15/03/2020,6,0,0,6,Africa
Guinea,9.9456,-9.6966,15/03/2020,1,0,0,1,Africa
Kenya,-0.0236,37.9062,15/03/2020,3,0,0,3,Africa
Liberia,6.428055,-9.429499,15/03/2020,0,0,0,0,Africa
Madagascar,-18.766947,46.869107,15/03/2020,0,0,0,0,Africa
